place_id,name,rating,address
ChIJpTEzmwCYoRQRK1Jgj9adTik,President Hotel Athens,4.1,"Leoforos Kifisias 43, Athina"
ChIJo_gENwGYoRQRlWP-y25ZDN0,Galatia Villas,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRinFXNkP_0cU,Sea of Aegeon,5.0,"Firon, Φηρά"
ChIJo_gENwGYoRQRNyX2IGI_WCA,Romantic Spa Resort,5.0,"Firon, Φηρά"
ChIJjWu4DlS9oRQRL-IEtUVQvps,ATHINAIS HOTEL,4.3,"Vasilissis Sofias 99, Αμπελόκηποι"
ChIJK3E5ZwGYoRQRM6Ri7Pp7ZRI,Athens Platinum Rooms and Suites,4.4,"Zagoras 16, Athina"
ChIJ8WxSlqqioRQR4IsET8fWpmU,Geke S.A.,3.1,"Leoforos Kifisias 43, Αμπελόκηποι"
ChIJ11EMZf6XoRQR0gsHXw-J9UU,littledomus,5.0,"Agias Lavras 36, Zografou"
ChIJceerlAGYoRQRlSslIEe3sdg,Harishouse,5.0,"Dionysiou Pyrrou 25, Athina"
ChIJTzzBe1W9oRQRdodOoILMKZs,Elvita Apartments,4.3,"Farantaton 27, Athina"
ChIJx9gBJFe9oRQRqZYjAjtbdlA,Elysium Boutique Apartments,3.4,"Koroneou 8, Athina"
ChIJaX5g6PiXoRQR75VgbKfjbBg,Family Inn Hotel,3.5,"Georgiou Papandreou 70, Zografou"
ChIJSZ5ncsKXoRQRTysZhF4iJ84,Veno Apartments Goudi,4.6,"Davaki Pindou 22, Zografou"
ChIJ15kyESeXoRQRLSz5nr9xWYY,Alkis Luxury By Greece Apartments,,"Argirokastrou 3, Zografou"
ChIJyyoT3eOXoRQRdi3Ux5LYK90,Greece Apartments L.P.,4.7,"Argirokastrou 3, Zografou"
ChIJ30LWyRKXoRQRxY1gzr9j1J4,Mary's Apartment Αθήνα Ζωγράφου,5.0,"Georgiou Papandreou 30, Zografou"
ChIJF1BW78GXoRQRkeq8s8o-peI,A-Apartments,,"Agiou Therapontos 7, Zografou"
ChIJbcUL7PuXoRQRWAlPdkANnOs,MKG Group,,"Dimokratias, Athina"
ChIJ4S6BZzKXoRQRuYEATbQhzeA,Επιπλωμένο διαμέρισμα Γουδί - Νοσοκομείο Παίδων και Λαικό,5.0,"Tetrapoleos 16, Athina"
ChIJyzsLsEeXoRQRvxqePDVWgn8,ANAK BOUTIQUE LIVING,,"Xirogianni 44, Zografou"
ChIJj7TUxRC9oRQRlyD2ksKuxTs,Gaspar Apartments,4.7,"Michalakopoulou 150, Athina"
ChIJy4VuqAu9oRQRoBiPIpTVMI0,Alba Residences Athens Orama,5.0,"Evrou 83, Athina"
ChIJX0ktrAKYoRQRHITmxEX8nEc,Goudi Metropolitan Park,4.5,"Georgiou Papandreou 105-107, Zografou"
ChIJ-2s5jA2ZoRQR2_zfJml65N4,Parkin'g,5.0,"Michalakopoulou 200, Athina"
ChIJu-VvYAC9oRQRlyDmM3uWVpE,Cozy one bedroom studio in Ampelokipi,,"Evrou 77, Athina"
ChIJl1Kv9byXoRQR4n3DPD1s4G0,Tsilo Cozy Apart,,"Periandrou 30, Zografou"
ChIJafvQe0G9oRQRQ2IWXgpdFu4,AthensCity Apartment with balcony,,"Georgiou Bonanou 6, Athina"
ChIJA6WLD9aZoRQR4H5hQg75lL8,Army Guest House,4.8,"Levadias 37, Athina"
ChIJk_LcBWG9oRQRFcOe289UCBk,Cottage Boutique Athens,4.8,"Alexandroupoleos 33, Athina"
ChIJSXRpTfW9oRQRPJZKQ7SX0ts,Negroni Tail,,"Mikras Asias 20, Athina"
ChIJJ1n-lla9oRQRVuGUun1fqhU,Airotel S.A.,4.5,"Alexandroupoleos 23, Athina"
ChIJg4q4wlC9oRQR6B2V5mFMHVQ,Stunning Central Apartment,3.0,"Michalakopoulou 120 &, Pontou 50, Athina"
ChIJ__8Sr1W9oRQRJVZznkDh1oY,Olvia Suites,3.6,"Evinou 8, Athina"
ChIJrXe-MQa9oRQRtT6D_o_ZT5M,Art Loft,3.2,"Fidippidou 12, Athina"
ChIJI6UDTgC9oRQRVFpcJRJrp4M,Olvia Apartment,5.0,"Evinou 6, Athina"
ChIJWwku_ai9oRQRU02IWzV5fcM,Elvita Apartments 3,4.5,"Evrou 51, Athina"
ChIJN3M0bgC9oRQRz_m3nPdFxG8,Cozy Athens Hideaway,5.0,"Zachou 6, Athina"
ChIJW0LqO1O9oRQRS8K9PykTpJI,MV Penthouse,4.9,"Evrou 51, Athina"
ChIJUXR4iUq9oRQRXCmM8t-CAkk,Nefeli Center Apartment,,"Leoforos Mesogeion 12, Athina"
ChIJzzJWXgCZoRQRTR8QNPuYKcI,Amazing penthouse in Ambelokipi,,"Fokidos 16, Μενεμένη"
ChIJr3OhEL-9oRQRP_5ipjxygBY,Z for Zante Villas,,"Lithakias, Ζάκυνθος"
ChIJGyNVKVS9oRQRIH9_a3rrjxs,Mobile Wellness Spa,,"Alexandroupoleos 23, Athina"
ChIJTQE8PFW9oRQRImXKAhy-Vkw,Andreas Mansour Villa Inn,3.0,"Leoforos Mesogeion 3, Athina"
ChIJUwYpZOu9oRQRUD6gDT8BTcw,Black & White Suites,5.0,"Evrou 44, Athina"
ChIJ-xzeW229oRQRFYUQTCMizOc,Olive Villa Rentals,5.0,"Leoforos Mesogeion 2-4, Athina"
ChIJHdBj7AqZoRQRAOiMomjX3o4,Upgreat Hospitality,,"Pirgos Athinon, Leoforos Mesogeion 2-4, Athina"
ChIJmz-iWu29oRQRbV1iSMewjNE,CLEO'S SMART PENTHOUSE,,"Michalakopoulou 116, Athina"
ChIJX9MtI0iZoRQRh_pxIGr3PXg,DSL - Downtown Skyline Loft,,"Ipatis 6, Ampelokipi Menemeni"
ChIJocGvRwC9oRQRwpm-WUDnmWg,Zografou Bright Getaway - Athens City Escape,,"Theodamantos 40, Zografou"
ChIJu0Ov3OC9oRQRhaZsFSQ21F0,Athinaion Recreation Suites,4.7,"Vasilissis Sofias 124Α, Athina"
ChIJDwpAIry9oRQRyc7AcEtj9MY,Little Athens,5.0,"Papadiamantopoulou 59, Athina"
ChIJabOObQK9oRQRlw2Ktvtk4ZQ,Πανιώνιο Αθήνα,,"Nestou 7, Athina"
ChIJgW3Op2u9oRQRTktJZPAsmUI,The Athenian Penthouse Residence,,"Xenias 25, Athina"
ChIJc2zpNQC9oRQRyCCh_stLhSY,Zografou's Hidden Gem,,"Kraterou 37, Zografou"
ChIJkeQiFPmZoRQRLFr_hkj3Hcg,Athelia Athens,,"Korinthias 9, Μενεμένη"
ChIJR0mtQQGYoRQRdfvXQMewmkg,Elvita Apartments 2,4.7,"Messinias 40, Athina"
ChIJ9afVtT2ZoRQR7dG0vzBqImE,Athens Boutique Apartment by CloudKeys,3.9,"Leoforos Kifisias 32, Athina"
ChIJm_GvjnmZoRQRNCmelzdaETg,Athens Quality Apartments,4.5,"Arkadias 4, 6 8, Athina"
ChIJX0ktrAKYoRQRHITmxEX8nEc,Goudi Metropolitan Park,4.5,"Georgiou Papandreou 105-107, Zografou"
ChIJ03lfi_CXoRQRoRlzyBDFbYs,ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ Buy2Greece,5.0,"Papagou 147, Zografou"
ChIJ15kyESeXoRQRLSz5nr9xWYY,Alkis Luxury By Greece Apartments,,"Argirokastrou 3, Zografou"
ChIJyyoT3eOXoRQRdi3Ux5LYK90,Greece Apartments L.P.,4.7,"Argirokastrou 3, Zografou"
ChIJaX5g6PiXoRQR75VgbKfjbBg,Family Inn Hotel,3.5,"Georgiou Papandreou 70, Zografou"
ChIJkcOldgCZoRQRYwutjk5LLDs,Small & cosy with Acropolis & Lycabettus view,,"Laskou V 14, Athina"
ChIJA6WLD9aZoRQR4H5hQg75lL8,Army Guest House,4.8,"Levadias 37, Athina"
ChIJF1BW78GXoRQRkeq8s8o-peI,A-Apartments,,"Agiou Therapontos 7, Zografou"
ChIJVd_vMX27oRQRk-Xf-79a_Do,Hotel Alfa,3.7,"Grigoriou Lampraki 11, Nikea"
ChIJZaBOpOi7oRQRzaAOqUGyvi0,Platanon,,"Platanon 32, Nikea"
ChIJ12CuYI28oRQReVsYaDLXwY4,Paxos Club S.A.,4.5,"Apollonos 18, Tavros"
ChIJEVZREji9oRQR8e74RPZ2xw4,m,,"Panagitsas Platanas, Tavros"
ChIJj9x8_O-8oRQRf1VFsgHP6XU,K8 Athens,4.1,"Kinourias 8, Athina"
ChIJc8UeSw69oRQRoft36DBX63E,Athens City Studios,4.8,"Evaggelou Giannari 5, Athina"
ChIJ12CuYI28oRQReVsYaDLXwY4,Paxos Club S.A.,4.5,"Apollonos 18, Tavros"
ChIJrTF0DfK8oRQRMOmjM6DKnLQ,ZANTE HOLIDAY O.E.,,"Κωνσταντινουπόλεως 32 & Ελ. Βενιζέλου, Ηράκλειο, 14122"
ChIJEVZREji9oRQR8e74RPZ2xw4,m,,"Panagitsas Platanas, Tavros"
ChIJ3WMO3Cq9oRQRmLvp5m49pZg,M & M in the city Athens- boutique apartments,4.2,"Alkminis 111, Athina"
ChIJzSstOpy9oRQRyQedZBpYaRY,Athens City Chic apartment (2 bathrooms),,"Chamosternas 58, Athina"
ChIJIRObwe-9oRQRmVMCuySzqUM,Sky suite apartments view acropole,,"Pallantos 32, Athina"
ChIJpxXgR2m9oRQRNMWVori2gOQ,Dian's apartment,,"Alkifronos 42, Athina"
ChIJv4eOBPK9oRQR7M8s5RjgSBM,Andy Apartments. Το Σπιτάκι μας.,,"Athinodorou 27, Athina"
ChIJz5445Lm9oRQR-5lLE88rS_Q,N27 PURPLE RAINBOW,,"Nefelis 27, Athina"
ChIJhXIzJgC9oRQRG242KCdngfs,"Osiris Hideaway Inn, Kerameikos Athens",,"Konstantinoupoleos Avenue 7, Athina"
ChIJLeXiFwC9oRQRoSf_kH1Acd8,"Nefertiti's Urban Luxury, Kerameikos Athens",5.0,"Konstantinoupoleos Avenue 7, Athina"
ChIJr3yq0L29oRQRmJGIrTGE3Y4,P&P entire building apartments,5.0,"Pallantos 4, Athina"
ChIJIU7yTya9oRQR6c4NFLrrG5U,Calypso Athens,5.0,"Navarchou Notara 18, Tavros"
ChIJIf2gguG8oRQRv3jK6lMhUTY,Armoniko,4.9,"Trion Ierarchon 65-67, Athina"
ChIJBzZmWN68oRQROW3pFBtq2cc,Acropolis View Dream Apartments,2.3,"Sofroniou 4A, Athina"
ChIJG-NO9B-9oRQR_b_oT2LwPdA,Katia Hotel,,"40, Iraklidon Ave, Ixia"
ChIJzSADAd-8oRQRKGE3I0Tbv0s,Gazi Hostel,5.0,"Evmolpidon 12, Athina"
ChIJnY25HuO8oRQRrxEgMQghPBw,Troon of Athens Apartments,4.8,"Troon 58, Athina"
ChIJK2JUU-O8oRQR5xPegkALHW0,Driopon Apartment,4.5,"Driopon 20, Athina"
ChIJj9x8_O-8oRQRf1VFsgHP6XU,K8 Athens,4.1,"Kinourias 8, Athina"
ChIJd8Edq_u8oRQR14FcsDnM-JE,The Tribe Eco Lodge,4.6,"Thessalonikis 214, Athina"
ChIJc8UeSw69oRQRoft36DBX63E,Athens City Studios,4.8,"Evaggelou Giannari 5, Athina"
ChIJde3upeS8oRQRmqf-AOM8ivg,Circle Inn,4.6,"Thessalonikis 141, Athina"
ChIJVycMCx-9oRQRSkxXOfnLSuA,Miranda's Apartment in Thissio,4.5,"Pigmalionos 8, Athina"
ChIJ9etliB-9oRQRAfG7OHOeDR4,"Live in Athens, Our first love #01",4.5,"Vasilis 19, Athina"
ChIJeeTWS_u8oRQRzmL-lTFy6YA,Athens Life,4.8,"Thessalonikis 184, Athina"
ChIJ4cxa8d28oRQRgsTcNDx-7LQ,47 Luxury Suites and Lofts,4.3,"Konstantinoupoleos Avenue 47, Athina"
ChIJd-8M6R-9oRQRAqPD-HSSt6M,BE MY GUEST ATHENS,4.7,"Nileos 33, Athina"
ChIJJRI2-N68oRQRy9-fx_iSxYs,ICONIC ATHENS HOSTEL,4.3,"Evmolpidon 24, Athina"
ChIJpXYwzuG8oRQRXvKogeI4AVc,Dreamy House Near Acropolis,4.6,"Kimeon 3, Athina"
ChIJ-VkiDZ69oRQRKJu7DZ_yOWY,Pallineon House,5.0,"Θεσσαλονίκης 95 και, Pallineon 1"
ChIJcWAlWTy9oRQRG2gtROYX7VI,"Veggera Athens center,Petralona station",5.0,"Egiidon 8, Athina"
ChIJmzzpMQC9oRQRFYTul7_PHR4,Petralona Gem Retreat,5.0,"Filostratou 31, Athina"
ChIJr3yq0L29oRQRmJGIrTGE3Y4,P&P entire building apartments,5.0,"Pallantos 4, Athina"
ChIJtzbs_kS9oRQRIJDVdlXcHak,Vintage charm & modern comfort,5.0,"Athamantos 8, Athina"
ChIJ0_XD33m9oRQR9__9GyYGWiw,CASA,,"Thessalonikis, 15Grecia8 156, Athina"
ChIJIRObwe-9oRQRmVMCuySzqUM,Sky suite apartments view acropole,,"Pallantos 32, Athina"
ChIJMSo9Fui9oRQRlTJ-L9vW1XY,Amazing Top Floor Oasis,5.0,"Ramnousion 4, Athina"
ChIJsRZ62-C8oRQRdLzZXdZWcSA,Tourismart,,"Evristheos, Athina"
ChIJGdgo-D69oRQRymyYcc9D-Uk,District Suites Athens,5.0,"Pireos 119, Athina"
ChIJrxMhZPa9oRQRdPsmtcajbr8,Aegis Filoppapou Suites,5.0,"Trion Ierarchon 49, Athina"
ChIJwa4fndi9oRQR4KkfM7zz-nU,Central 5 boutique apartments with common garden next to metro,4.8,"Nefelis 20, Athina"
ChIJq4n8pOG8oRQRtDVFf7cQwK4,ATHENIAN YARD SUITES,4.9,"Trion Ierarchon 45, Athina"
ChIJz5445Lm9oRQR-5lLE88rS_Q,N27 PURPLE RAINBOW,,"Nefelis 27, Athina"
ChIJ12HeNVG9oRQRMewztF80hdw,PURE URBAN ACROPOLIS METRO PETRALONA,2.6,"Νεφέλης, Ious &, Athens"
ChIJrWf52FG9oRQRzmr4TLbzWFg,Joy Luxury Apartment near Acropolis,4.0,"Thriasion, Athina"
ChIJBaqNOwC9oRQRFWF-XDR3xaM,Dionisi msangi,,"Dionis, Athina"
ChIJCe3KQFW9oRQRafe_GF9V8VY,PilPoul Flats,3.7,"Trion Ierarchon 39, Athina"
ChIJKQdeCQC9oRQRVLzRcq4enjQ,Blue House,4.9,"Dimofontos 112, Athina"
ChIJmW56U-C8oRQRnwyQsgTpoTc,Hercules Residence - My Greek Vacations,4.9,"Mirmidonon 20, Athina"
ChIJhXIzJgC9oRQRG242KCdngfs,"Osiris Hideaway Inn, Kerameikos Athens",,"Konstantinoupoleos Avenue 7, Athina"
ChIJLeXiFwC9oRQRoSf_kH1Acd8,"Nefertiti's Urban Luxury, Kerameikos Athens",5.0,"Konstantinoupoleos Avenue 7, Athina"
ChIJTXLYtOC8oRQRRhzeYkxXkeg,Hotel Wonder,,"Dekeleon, Athina"
ChIJI7GhWwC9oRQR7zJ9BG_Yur8,Hotel Ateny,,"Tantalou 9, Athina"
ChIJ2wLLZJ69oRQRziYx4QwrneQ,Petralona Gem,5.0,"Dorieon 6, Athina"
ChIJEfiGGwC9oRQRe0R045DEOBM,NeMapartment,5.0,"Trion Ierarchon 140, Athina"
ChIJmx3gDOS9oRQR76QA_E7Kgtk,Filopappou Hill Apartment,3.9,"Timodimou 10, Athina"
ChIJQ6KkRgC9oRQRz7pr6PQ0qxs,Athenian Asty Guesthouse,5.0,"Pallineon 33, Athina"
ChIJU7kiY9e9oRQR0r7RROinXdY,A7 Luxury Boutique Apartment in Thiseio,,"Aixoneon 7, Athina"
ChIJCVxbrYa9oRQRY3bOBjloyU4,A little Taste of Home Guest House,4.7,"Konstantinoupoleos Avenue 32, Athina"
ChIJFZY6RKvuzIERfC-WkH6H47s,Grecian Residences,5.0,"Dimofontos 45, Athina"
ChIJo1YXL_u9oRQRe3tSBUul8VE,cloud9 in the city,5.0,"Athineou 16, Athina"
ChIJFz859tW9oRQRW5YsctK7yvc,Priamos Hotel Erato,4.7,"Iraklidon 72, Athina"
ChIJC5fkagC9oRQRMAQQ9q6c7_0,Dropion,,"Driopon 20, Athina"
ChIJC3kGUSq9oRQREknmj6Q94CE,Greece U Around,4.9,"Akamantos 59, Athina"
ChIJl4tsZaK9oRQRvk3F9UJHNQU,Orpheas Athens Comfy Apartment,,"Orfeos, Athina"
ChIJKYVQ7aa9oRQRZdz0Hk_pQD4,DAYS City Suites Athens,4.7,"Orfeos 38, Athina"
ChIJzWrKwPi9oRQRXRUobXE92_Q,Iris Management,4.2,"Orfeos 36, Athina"
ChIJyV3FoCy9oRQRWGitkEKuESU,Athena Studio in Gazi,5.0,"Orfeos 36, Athina"
ChIJjz9YV5-9oRQRhyo8uat8iOQ,"Luxury Apartment, Athens center, ""ORION""",5.0,"Orfeos 36, Athina"
ChIJuf4Tssy9oRQRtHfVigVHMKk,Key Spot Luxury Apartments,5.0,"Evadnis 1, Athina"
ChIJCepNSVu9oRQRig9Ps_lf69M,Holodek Apartment. Gazi,4.0,"Konstantinoupoleos Avenue 35, Athina"
ChIJVX20EVm9oRQRjbSMXrsk0JQ,Traditional Thiseio Home,4.0,"Xenofilou 7, Athina"
ChIJ81aABiO9oRQRtChTX3Q1yok,Safestay Athens Monastiraki,4.2,"Agias Theklas 10, Athina"
ChIJQ7QkH72CoRQRPcGI8hqCqTA,Herodion Hotel,4.6,"Rovertou Galli 4, Athina"
ChIJYQsqbyG9oRQRv6fDplmMlpI,Jason Inn,4.3,"Agion Asomaton 12, Athina"
ChIJQV3ZQxq9oRQRxf7YYVu8c50,Divani Palace Acropolis,4.3,"Parthenonos 19, Athina"
ChIJsVK3aj29oRQRbistQOVZMzg,A for Athens,4.4,"Miaouli 2, Athina"
ChIJUysSCxu9oRQR2y_usHqriKI,Acropolis Hill Hotel,4.4,"7, Mouson Street, Athina"
ChIJqxVqpD29oRQRh2ptbeJABB8,Central Hotel,4.4,"Apollonos 21, Athina"
ChIJ2eYbnCS9oRQRNYlDhT8ypSg,Arion Athens Hotel,4.3,"Agiou Dimitriou 18, Athina"
ChIJybmoKD29oRQRb2lA_IVA-zE,Hotel Plaka,4.5,"Kapnikareas 7, Athina"
ChIJGzXjFB-9oRQR_kcTzLzdBaU,Hotel Thissio,4.3,"Apostolou Pavlou 25, Athina"
ChIJFUqWhx-9oRQR2k4isj_HKos,Live in Athens apartments,4.7,"Agion Anargiron 5, Athina"
ChIJb_LTVRa9oRQR1p9BxEp1SDQ,AVA Boutique Hotel Athens,4.7,"Lisikratous 9, 11, Athina"
ChIJm_Hv3SK9oRQR2pPt_5Lfvoo,360 Degrees Hotel,4.5,"Platia Monastirakiou, Athina"
ChIJN1fNbSS9oRQR4X7gmvYpqLY,Evripides Hotel,4.3,"Evripidou 79, Athina"
ChIJb0z5yjy9oRQRP21C4mi8LVw,Tempi Hotel,4.0,"Aiolou 29, Athina"
ChIJSySpf1SDoRQRNwy_pynlrm8,Airotel Parthenon,4.1,"Makri 6, Athina"
ChIJT-SmXCO9oRQRCF4f-oniUZM,Attalos Hotel,4.4,"Athinas 29, Athina"
ChIJIYDg1xa9oRQRSVlZqIy8aZc,Athens Backpackers,4.1,"Makri 12, Athina"
ChIJ0alBvTy9oRQRkJmfUalQ6Xg,Carolina Hotel,3.8,"Kolokotroni 55, Athina"
ChIJ_UScSz29oRQRvJg6QMWIph4,Hotel Adrian,4.3,"Adrianou 74, Athina"
ChIJz3K0dBq9oRQRQdtlJb7-7rA,Philippos Hotel,4.3,"Mitseon 3, Athina"
ChIJT9xcZB-9oRQRLEI5c_5mZLc,Phidias Hotel Athens,3.9,"Apostolou Pavlou 39, Athina"
ChIJm8QWwdejoRQRctbD19KjajQ,Cecil Hotel,3.8,"Athinas 39, Athina"
ChIJJ6iQRRa9oRQRX961I9bkC7o,Adams Hotel,4.1,"HEREFONDOS 6 & THALOUS,Plaka, Athina"
ChIJgSMyRUu9oRQRA6YM-EMp6RE,Art Gallery Hotel Athens,4.1,"Erechthiou 5, Athina"
ChIJp-vNBBe9oRQRnb4GE-O2knE,Byron Hotel,3.8,"Vyronos 19, Athina"
ChIJR_9Gyha9oRQRBt6GwVXgEqU,Acropolis Select Hotel,4.4,"Falirou 37-39, Athina"
ChIJsbs7TSK9oRQRbAieNghIZtw,Pella Inn Hostel,4.1,"Ermou 104, Athina"
ChIJJ73P4CO9oRQRWBQRnQ46PG0,City Circus Athens Hostel,4.5,"Sarri 16, Athina"
ChIJ090SbiGVoRQRneonR3iT4R0,Electra Palace Athens,4.6,"Navarchou Nikodimou 18-20, Athina"
ChIJD0DZ5dDtoRQRVsRNSL8hIx0,Blue Ark Acropolis Light,4.8,"Rovertou Galli 12, Athina"
ChIJNRQ9oyO9oRQRxXjhu3uDFsA,18 Micon Str.,4.7,"Esopou 14, Athina"
ChIJF4rXESO9oRQRvY897ywU0Bo,Trendy Living in Monastiraki,3.6,"Miaouli 13, Athina"
ChIJmcUXDiO9oRQRsYyIR1mPNLw,Prime Team Apartments,4.0,"15A Miaouli 2nd door, Athina"
ChIJM98wjiC9oRQRJNnMfRlm60s,Hotel Phaedra,4.2,"Cherefontos 16, Athina"
ChIJuTkr3h69oRQRGWDY7z6q-Z0,Theseum Hill,5.0,"Iouliou Smith 3, Athina"
ChIJZylyoCO9oRQRClhS2R0MPIY,ALTO PENTHOUSE by K&K,4.8,"Κaraiskaki 27, 29 & Μikonos 1, Athina"
ChIJ2b0m3R69oRQR0lcbV6kenSQ,Acropolis Luxury Apartments,4.5,"Dimitriou Eginitou 10, Athina"
ChIJR7Sarx9vXhMRO-UDLCr1YmY,Acropolis Museum Boutique Hotel,4.3,"Leoforos Andrea Siggrou 48, Athina"
ChIJM13DOCO9oRQRGPy40QD_vA8,Feel Athens Studios at Monastiraki,4.9,"Athinas 12, Athina"
ChIJG-NO9B-9oRQR_b_oT2LwPdA,Katia Hotel,,"40, Iraklidon Ave, Ixia"
ChIJbeJfysS9oRQR_dvXaF_SQ5s,Kimon Hotel Athens,4.3,"Apollonos 27, Athina"
ChIJIf2gguG8oRQRv3jK6lMhUTY,Armoniko,4.9,"Trion Ierarchon 65-67, Athina"
ChIJa9JapT29oRQRYakO65QX5M8,Sweet Home Hotel,4.8,"Patroou 5, Athina"
ChIJ-7KdiT29oRQRaV0M90Oum-0,Hotel Nefeli,3.9,"Ag. Chatzimichali 2, Athina"
ChIJ3Z_LTiO9oRQR9tgBIHP4Auk,A Gift in the Heart of Monastiraki A,3.8,"Voreou 6-14, Athina"
ChIJ2QgdSha9oRQRLKQpokPru7o,Palladian Home,4.6,"Farmaki 2, Athina"
ChIJ4XljoCS9oRQRj57AEY-qcXs,Boutique Athens MO Building,,"Melanthiou 10, Athina"
ChIJt-FCpT29oRQR2W7ZmR6vGJM,Athos Hotel,4.0,"Patroou 3, Athina"
ChIJuZU3piO9oRQRSgJwypU0v58,Athens Lodge by Athens Prime Hotels,4.4,"Karaiskaki 19, Athina"
ChIJRUlDujy9oRQRlI3t574cubE,Maikon Urban Apartments,3.3,"Kolokotroni 61, Athina"
ChIJb0kIhz29oRQRTrJYT8DCp4k,"Poseidon's Flat, Heart of Athens",3.4,"Thoukididou 12, Athina"
ChIJVycMCx-9oRQRSkxXOfnLSuA,Miranda's Apartment in Thissio,4.5,"Pigmalionos 8, Athina"
ChIJFzPtujy9oRQRDdYGfWkievs,Na'maste Apartments,4.9,"Kolokotroni 58-60, Athina"
ChIJlyB7qTy9oRQRTh9AE951NMQ,Hellenic Hospitality House,4.4,"Aiolou 53, Athina"
ChIJuWsuciS9oRQRiDDOeVPXky8,Central Apartments in Psiri,4.4,"Ευμορφόπουλου 2 &, Epikourou 11, Athina"
ChIJ93WDxyO9oRQRAjVakymgDgw,Central Stay Athens,4.7,"Ναυάρχου Αποστόλη 8, Athina"
ChIJFZ-r97O9oRQRtll-4_zNU88,14 Reasons Why,4.8,"Miaouli 21, Athina"
ChIJD1-RkRq9oRQRVahek1s4pNw,Modern design apartment near Acropolis,5.0,"Dimitrakopoulou 37-39, Athina"
ChIJ9U0ioAS9oRQRy5Z8_kvGPm4,Veikou Beautiful Homes,2.5,"2nd, 3rd floor, Βεΐκου 82, Αθήνα"
ChIJqxVqpD29oRQRh2ptbeJABB8,Central Hotel,4.4,"Apollonos 21, Athina"
ChIJgSMyRUu9oRQRS9UFR1xmJrE,"Hotel Grande Bretagne, a Luxury Collection Hotel, Athens",4.8,"1 Vasileos Georgiou A, Syntagma Square Str, Athina"
ChIJNaNaLTy9oRQRUml-FSeNUtI,Arethusa Hotel,4.1,"Mitropoleos 6-8, Athina"
ChIJ3TnBwxa9oRQRh3ghH4nmG8s,The Athens Gate Hotel,4.5,"Leoforos Andrea Siggrou 10, Athina"
ChIJqS90CT69oRQRIUK8eMngc2c,NEW Hotel,4.6,"Filellinon 16, Athina"
ChIJb_LTVRa9oRQR1p9BxEp1SDQ,AVA Boutique Hotel Athens,4.7,"Lisikratous 9, 11, Athina"
ChIJ81aABiO9oRQRtChTX3Q1yok,Safestay Athens Monastiraki,4.2,"Agias Theklas 10, Athina"
ChIJIYDg1xa9oRQRSVlZqIy8aZc,Athens Backpackers,4.1,"Makri 12, Athina"
ChIJv_LuQzy9oRQRZKQVue1rf6U,Athens Cypria Hotel,4.2,"Diomeias 5, Athina"
ChIJQ7QkH72CoRQRPcGI8hqCqTA,Herodion Hotel,4.6,"Rovertou Galli 4, Athina"
ChIJSySpf1SDoRQRNwy_pynlrm8,Airotel Parthenon,4.1,"Makri 6, Athina"
ChIJU-voFjy9oRQRaLX6m469OdU,Astor Hotel,4.0,"Karagiorgi Servias 16, Athina"
ChIJGf27XhC9oRQRujrud9Qb1ZM,The Athenian Callirhoe Exclusive Hotel,4.4,"Kallirrois 32, Athina"
ChIJ_-8qaD69oRQRfPUk4x3wYIU,Amalia Hotel Athens,4.5,"Leoforos Vasilisis Amalias 10, Athina"
ChIJZzdh8qTKoRQRstgu7RAx8Ks,Royal Olympic Hotel,4.3,"Athanasiou Diakou 28, Athina"
ChIJ0alBvTy9oRQRkJmfUalQ6Xg,Carolina Hotel,3.8,"Kolokotroni 55, Athina"
ChIJ87rr8j29oRQRpY4RzseQvps,Hotel Adonis Athens,4.3,"Kodrou 3, Athina"
ChIJQV3ZQxq9oRQRxf7YYVu8c50,Divani Palace Acropolis,4.3,"Parthenonos 19, Athina"
ChIJybmoKD29oRQRb2lA_IVA-zE,Hotel Plaka,4.5,"Kapnikareas 7, Athina"
ChIJ090SbiGVoRQRneonR3iT4R0,Electra Palace Athens,4.6,"Navarchou Nikodimou 18-20, Athina"
ChIJJ6iQRRa9oRQRX961I9bkC7o,Adams Hotel,4.1,"HEREFONDOS 6 & THALOUS,Plaka, Athina"
ChIJsVK3aj29oRQRbistQOVZMzg,A for Athens,4.4,"Miaouli 2, Athina"
ChIJ08NXuT69oRQR3WmeXGPzsTw,NJV Athens Plaza,4.4,"2, Leoforos, Georgiou A', Athina"
ChIJw9kdpSO9oRQRjoCzLy1FBFs,Hotel Achilleas,4.3,"Lekka 21, Athina"
ChIJiYj1axa9oRQR2n4pwiIbONw,Hostel Dioskouros - Hostel,3.5,"Pittakou 6, Athina"
ChIJm2cguj29oRQRAMEC449nmhQ,Omiros Hotel Athens,3.9,"Apollonos 15, Athina"
ChIJb0z5yjy9oRQRP21C4mi8LVw,Tempi Hotel,4.0,"Aiolou 29, Athina"
ChIJ5d3XtD29oRQRHO0Wp1hJNgM,Amazon Hotel,4.3,"Μητροπόλεως 19, Pentelis 7, Athina"
ChIJ3apZXxa9oRQRwZs72vUJOe4,Acropolis Luxury Suite,4.7,"Leoforos Vasilisis Amalias 48, Athina"
ChIJu3vGMjy9oRQRBoen6OLRQi4,Pan Hotel,4.2,"Mitropoleos 11, Athina"
